file_name,problem_name,plan_length,num_ground_repair,str_ground_repair,run_time,error,results_exists,result_depth,result_repair_set,result_g_cost,result_h_cost,result_f_cost,depth_min,depth_max,depth_median,depth_avg,branching_factor_min,branching_factor_max,branching_factor_median,branching_factor_avg,fringe_size_min,fringe_size_max,fringe_size_median,fringe_size_avg,h_cost_min,h_cost_max,h_cost_median,h_cost_avg,g_cost_min,g_cost_max,g_cost_median,g_cost_avg,f_cost_min,f_cost_max,f_cost_median,f_cost_avg
bfs_length_8_data-network-opt18-strips_pp15-err-rate-0-5.yaml,data-network-opt18-strips/pp15-err-rate-0-5,8,1,"save,(saved ?d ?s),precPos,-1",0.0 hours = 0.0 minutes = 0.28 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_9_data-network-opt18-strips_pp01-err-rate-0-1.yaml,data-network-opt18-strips/pp01-err-rate-0-1,9,1,"process,(script-io ?sc ?in1 ?out ?in2),precPos,-1",0.0 hours = 0.0 minutes = 0.26 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_10_hiking-opt14-strips_pptesting-2-4-3-err-rate-0-3.yaml,hiking-opt14-strips/pptesting-2-4-3-err-rate-0-3,10,0,,,,False,0,9,9,8.639452199104555,0,288,0,2.0697041524010182,288,12199,6281,6390.805811605654,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_6_mprime_pprob03-err-rate-0-3.yaml,mprime/pprob03-err-rate-0-3,6,1,"succumb,(harmony ?v ?s1),precPos,-1",,,False,0,5,5.0,4.821078431372549,0,268,0.0,21.805392156862744,268,42453,22299.5,22017.46323529412,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_8_ged-opt14-strips_pd-2-3-err-rate-0-5.yaml,ged-opt14-strips/pd-2-3-err-rate-0-5,8,0,,0.0 hours = 2.5 minutes = 148.88 seconds,,True,8,,0,0,0,0,8,6.0,6.033117932148627,0,5,1.0,1.0420032310177707,5,56,33.0,32.289176090468494,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_11_gripper_pprob01-err-rate-0-1.yaml,gripper/pprob01-err-rate-0-1,11,1,"move,(at-robby ?to),effPos,1",0.0 hours = 0.2 minutes = 9.65 seconds,,True,11,"move,(at-robby ?to),effPos,1",1,0,1,0,11,3.0,3.1595744680851063,0,8,4.0,3.0531914893617023,8,196,114.5,112.27659574468085,0,0,0.0,0,0,1,0.0,0.13829787234042554,0,1,0.0,0.13829787234042554
bfs_length_8_transport-opt08-strips_pp21-err-rate-0-5.yaml,transport-opt08-strips/pp21-err-rate-0-5,8,0,,0.0 hours = 0.0 minutes = 0.09 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_9_miconic_ps2-4-err-rate-0-5.yaml,miconic/ps2-4-err-rate-0-5,9,2,"board,(destin ?f ?p),precPos,-1
down,(passenger ?f2),precPos,-1",0.0 hours = 0.0 minutes = 0.72 seconds,,False,0,1,1,0.8571428571428571,0,6,0,0.8571428571428571,0,6,3,3,0,0,0,0,0,1,0,0.42857142857142855,0,1,0,0.42857142857142855
bfs_length_6_mprime_pprob26-err-rate-0-3.yaml,mprime/pprob26-err-rate-0-3,6,1,"succumb,(fears ?c ?v),precPos,-1",,,False,0,5,5.0,4.90315934065934,0,2400,2.0,31.04326923076923,5,43744,23395.0,23420.837225274725,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_8_ged-opt14-strips_pd-2-3-err-rate-0-3.yaml,ged-opt14-strips/pd-2-3-err-rate-0-3,8,2,"end-cut-2,(have-cut ),effPos,1
end-cut-2,(splicing ),effPos,1",0.0 hours = 1.8 minutes = 106.01 seconds,,True,8,"end-cut-2,(have-cut ),effPos,1
end-cut-2,(splicing ),effPos,1",2,0,2,0,8,6,5.33603707995365,0,5,1,1.3325608342989572,5,400,385,316.94901506373117,0,0,0,0,0,2,1,0.7809965237543454,0,2,1,0.7809965237543454
bfs_length_6_zenotravel_pp03-err-rate-0-1.yaml,zenotravel/pp03-err-rate-0-1,6,0,,0.0 hours = 0.3 minutes = 17.65 seconds,,True,6,,0,0,0,0,6,5,4.512820512820513,0,81,0,10.162393162393162,2,1074,548,572.3589743589744,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_6_mprime_pprob03-err-rate-0-1.yaml,mprime/pprob03-err-rate-0-1,6,1,"succumb,(planet ?n),precPos,-1",,,False,0,5,5,4.820462370880472,0,268,0,21.949827840629613,268,42597,22366,22029.049680275453,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_7_ged-opt14-strips_pd-4-2-err-rate-0-5.yaml,,,,,,"could not determine a constructor for the tag 'tag:yaml.org,2002:python/object:fd.pddl.conditions.Atom'
  in ""./exp_logs/8 BFS-full-log length1-15/bfs_length_7_ged-opt14-strips_pd-4-2-err-rate-0-5.yaml"", line 1600, column 7",False,,,,,,,,,,,,,,,,,,,,,,,,
bfs_length_10_hiking-opt14-strips_pptesting-2-2-3-err-rate-0-5.yaml,hiking-opt14-strips/pptesting-2-2-3-err-rate-0-5,10,0,,0.3 hours = 20.7 minutes = 1243.61 seconds,,True,10,,0,0,0,0,10,8.0,8.445130507998877,0,144,0.0,2.8561605388717375,143,13230,6810.0,6748.06623631771,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_10_blocks_pprobBLOCKS-6-1-err-rate-0-1.yaml,blocks/pprobBLOCKS-6-1-err-rate-0-1,10,0,,0.0 hours = 0.8 minutes = 49.99 seconds,,True,10,,0,0,0,0,10,7.0,6.945121951219512,0,5,1.0,1.0264227642276422,1,17,10.0,10.432926829268293,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_4_miconic_ps1-2-err-rate-0-5.yaml,miconic/ps1-2-err-rate-0-5,4,2,"board,(destin ?p ?f),precPos,-1
board,(lift-at ?p),effPos,1",0.0 hours = 0.0 minutes = 0.27 seconds,,False,0,1,0.5,0.5,0,1,0.5,0.5,0,1,0.5,0.5,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_8_mystery_pprob10-err-rate-0-3.yaml,mystery/pprob10-err-rate-0-3,8,1,"overcome,(fears ?c ?v),effPos,1",,,False,0,7,7,6.917073170731707,0,936,0,21.417560975609756,936,20945,12173,12063.521951219513,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_10_blocks_pprobBLOCKS-5-1-err-rate-0-5.yaml,blocks/pprobBLOCKS-5-1-err-rate-0-5,10,1,"put-down,(on ?x ?x),precPos,-1",0.0 hours = 0.0 minutes = 0.30 seconds,,False,0,1,1,0.6666666666666666,0,2,0,0.6666666666666666,0,2,1,1,0,0,0,0,0,1,0,0.3333333333333333,0,1,0,0.3333333333333333
bfs_length_8_woodworking-opt08-strips_pp22-err-rate-0-1.yaml,woodworking-opt08-strips/pp22-err-rate-0-1,8,0,,0.2 hours = 13.4 minutes = 806.53 seconds,,True,8,,0,0,0,0,8,7.0,6.661356395084206,0,10,0.0,1.0762403277196178,4,338,176.0,174.9285389167046,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_8_miconic_ps2-1-err-rate-0-3.yaml,miconic/ps2-1-err-rate-0-3,8,2,"up,(served ?f1),precPos,-1
depart,(origin ?p ?f),precPos,-1",0.0 hours = 0.0 minutes = 0.77 seconds,,False,0,2,2.0,1.625,0,6,0.0,0.875,0,6,2.5,2.75,0,0,0.0,0,0,2,1.0,1.125,0,2,1.0,1.125
bfs_length_4_miconic_ps1-0-err-rate-0-1.yaml,miconic/ps1-0-err-rate-0-1,4,1,"up,(destin ?f1 ?f1),effPos,1",0.0 hours = 0.0 minutes = 0.32 seconds,,False,0,2,1,1,0,1,1,0.6666666666666666,0,1,1,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_8_rovers_pp04-err-rate-0-1.yaml,rovers/pp04-err-rate-0-1,8,0,,0.0 hours = 0.1 minutes = 8.00 seconds,,True,8,,0,0,0,0,8,4,4.23943661971831,0,8,1,1.1690140845070423,2,16,12,11.28169014084507,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_8_woodworking-opt08-strips_pp11-err-rate-0-5.yaml,woodworking-opt08-strips/pp11-err-rate-0-5,8,1,"do-saw-small,(is-smooth ?surface),effPos,1",0.0 hours = 0.0 minutes = 0.13 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_10_tetris-opt14-strips_pp03-4-err-rate-0-5.yaml,tetris-opt14-strips/pp03-4-err-rate-0-5,10,0,,,,False,0,9,9.0,8.8125,0,1026,32.0,56.6925,120,44555,19851.5,20467.41,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_7_mprime_pprob21-err-rate-0-5.yaml,mprime/pprob21-err-rate-0-5,7,2,"overcome,(fears ?c ?v),effPos,1
feast,(locale ?n2 ?l2),effPos,1",,,False,0,6,6.0,5.855263157894737,0,165,2.0,4.070820433436532,49,7936,3830.0,3998.9133126934985,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_10_scanalyzer-08-strips_pp01-err-rate-0-3.yaml,scanalyzer-08-strips/pp01-err-rate-0-3,10,1,"analyze-2,(on ?c1 ?s2),effPos,1",0.1 hours = 3.1 minutes = 187.52 seconds,,False,0,3,3.0,2.7784272051009564,0,27,0.0,0.9994686503719448,0,80,21.0,26.099362380446333,0,0,0.0,0,0,1,1.0,0.8799149840595112,0,1,1.0,0.8799149840595112
bfs_length_10_pipesworld-notankage_pp03-net1-b8-g3-err-rate-0-1.yaml,pipesworld-notankage/pp03-net1-b8-g3-err-rate-0-1,10,0,,,,False,0,9,9.0,8.740397650248532,0,42,0.0,2.923068233167646,5,17025,8635.5,8570.423068233167,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_4_miconic_ps1-0-err-rate-0-5.yaml,miconic/ps1-0-err-rate-0-5,4,0,,0.0 hours = 0.0 minutes = 0.49 seconds,,True,4,,0,0,0,0,4,2,2,0,1,1,0.8,0,1,1,0.8,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_10_pegsol-08-strips_pp03-err-rate-0-3.yaml,pegsol-08-strips/pp03-err-rate-0-3,10,1,"jump-continue-move,(free ?over),precPos,-1",,,False,0,9,5,5.034093330492222,0,76,0,7.873854677178777,76,32260,21098,19593.020669081612,0,0,0,0,0,1,1,0.9644150862987428,0,1,1,0.9644150862987428
bfs_length_10_blocks_pprobBLOCKS-6-1-err-rate-0-3.yaml,blocks/pprobBLOCKS-6-1-err-rate-0-3,10,0,,0.0 hours = 0.9 minutes = 51.61 seconds,,True,10,,0,0,0,0,10,7.0,6.945121951219512,0,5,1.0,1.0264227642276422,1,17,10.0,10.432926829268293,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_9_mprime_pprob28-err-rate-0-1.yaml,mprime/pprob28-err-rate-0-1,9,1,"overcome,(craves ?s2 ?c),precPos,-1",0.1 hours = 6.0 minutes = 361.10 seconds,,False,0,2,2,1.9809588575314518,0,54,0,0.999659979598776,0,507,55,95.77728663719823,0,0,0,0,0,2,2,1.93573614416865,0,2,2,1.93573614416865
bfs_length_10_mystery_pprob30-err-rate-0-5.yaml,mystery/pprob30-err-rate-0-5,10,0,,,,False,0,9,9.0,8.594553706505295,0,1355,0.0,36.65658093797277,1355,47153,28171.0,26832.657337367626,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_5_mprime_pprob07-err-rate-0-5.yaml,mprime/pprob07-err-rate-0-5,5,1,"drink,(attacks ?n2 ?n2),precPos,-1",0.0 hours = 0.0 minutes = 0.12 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_11_data-network-opt18-strips_pp06-err-rate-0-1.yaml,data-network-opt18-strips/pp06-err-rate-0-1,11,1,"send,(saved ?d ?to),effPos,1",0.0 hours = 0.0 minutes = 0.12 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_5_scanalyzer-08-strips_pp23-err-rate-0-3.yaml,scanalyzer-08-strips/pp23-err-rate-0-3,5,0,,0.0 hours = 0.1 minutes = 5.97 seconds,,True,5,,0,0,0,0,5,2.5,2.5,0,256,256.0,213.33333333333334,256,1276,893.5,850.8333333333334,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_10_depot_pp01-err-rate-0-3.yaml,depot/pp01-err-rate-0-3,10,1,"unload,(not (place ?p)),effNeg,-1",0.0 hours = 0.6 minutes = 37.00 seconds,,False,0,8,7,6.844444444444444,0,18,1,0.9968253968253968,0,23,12,12.17142857142857,0,0,0,0,0,1,1,0.8920634920634921,0,1,1,0.8920634920634921
bfs_length_1_ged-opt14-strips_pd-1-4-err-rate-0-3.yaml,ged-opt14-strips/pd-1-4-err-rate-0-3,1,0,,0.0 hours = 0.0 minutes = 0.13 seconds,,True,1,,0,0,0,0,1,0.5,0.5,0,1,0.5,0.5,0,1,0.5,0.5,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_10_data-network-opt18-strips_pp17-err-rate-0-3.yaml,data-network-opt18-strips/pp17-err-rate-0-3,10,0,,0.0 hours = 0.0 minutes = 0.13 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_8_transport-sat08-strips_pp21-err-rate-0-1.yaml,transport-sat08-strips/pp21-err-rate-0-1,8,1,"pick-up,(in ?p ?v),effPos,1",0.0 hours = 0.0 minutes = 0.10 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_7_mprime_pprob08-err-rate-0-5.yaml,mprime/pprob08-err-rate-0-5,7,1,"overcome,(attacks ?v ?v),precPos,-1",0.0 hours = 0.6 minutes = 37.94 seconds,,False,0,1,1,0.9967845659163987,0,310,0,0.9967845659163987,0,310,155,155,0,0,0,0,0,2,1,1.4437299035369775,0,2,1,1.4437299035369775
bfs_length_1_visitall-opt11-strips_pproblem02-half-err-rate-0-5.yaml,visitall-opt11-strips/pproblem02-half-err-rate-0-5,1,0,,0.0 hours = 0.0 minutes = 0.10 seconds,,True,1,,0,0,0,0,1,0.5,0.5,0,4,2.0,2,3,4,3.5,3.5,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_10_tetris-opt14-strips_pp03-4-err-rate-0-3.yaml,tetris-opt14-strips/pp03-4-err-rate-0-3,10,1,"move_square,(clear ?xy_initial),effPos,1",,,False,0,9,9,8.130434782608695,0,316,1,4.85685618729097,32,28833,13991,13561.612307692307,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_8_mprime_pprob10-err-rate-0-1.yaml,mprime/pprob10-err-rate-0-1,8,0,,,,False,0,7,7.0,6.948664440734557,0,936,0.0,16.669031719532555,936,37566,19965.5,20044.42320534224,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_4_miconic_ps1-0-err-rate-0-3.yaml,miconic/ps1-0-err-rate-0-3,4,0,,0.0 hours = 0.0 minutes = 0.47 seconds,,True,4,,0,0,0,0,4,2,2,0,1,1,0.8,0,1,1,0.8,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_8_woodworking-opt08-strips_pp11-err-rate-0-1.yaml,woodworking-opt08-strips/pp11-err-rate-0-1,8,0,,0.0 hours = 0.0 minutes = 0.12 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_9_ged-opt14-strips_pd-1-3-err-rate-0-1.yaml,ged-opt14-strips/pd-1-3-err-rate-0-1,9,0,,0.1 hours = 6.3 minutes = 379.65 seconds,,True,9,,0,0,0,0,9,7.0,6.850179211469534,0,6,1.0,1.054121863799283,6,155,83.0,83.83010752688172,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_9_freecell_pprobfreecell-2-5-err-rate-0-3.yaml,freecell/pprobfreecell-2-5-err-rate-0-3,9,1,"sendtohome-b,(clear ?card),precPos,-1",0.0 hours = 0.0 minutes = 0.12 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_5_mprime_pprob31-err-rate-0-5.yaml,mprime/pprob31-err-rate-0-5,5,1,"succumb,(fears ?c ?v),precPos,-1",,,False,0,4,4.0,3.8906417112299465,0,110,0.0,5.432887700534759,110,16582,7689.5,7722.274598930481,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_8_mystery_pprob20-err-rate-0-5.yaml,mystery/pprob20-err-rate-0-5,8,2,"feast,(craves ?l2 ?n1),precPos,-1
overcome,(attacks ?s2 ?v),effPos,1",0.0 hours = 0.0 minutes = 0.14 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_7_mystery_pprob11-err-rate-0-1.yaml,mystery/pprob11-err-rate-0-1,7,1,"succumb,(attacks ?s1 ?c),precPos,-1",,,False,0,5,5.0,4.96998031496063,0,54,0.0,1.079091676040495,2,9951,5184.5,5181.3210770528685,0,0,0.0,0,0,2,2.0,1.6328740157480315,0,2,2.0,1.6328740157480315
bfs_length_10_pipesworld-notankage_pp07-net1-b12-g5-err-rate-0-3.yaml,pipesworld-notankage/pp07-net1-b12-g5-err-rate-0-3,10,0,,,,False,0,9,9,8.702541575149043,0,96,7,9.008471917163476,29,25524,10530,12468.468779416378,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_7_mprime_pprob11-err-rate-0-1.yaml,mprime/pprob11-err-rate-0-1,7,0,,0.0 hours = 0.1 minutes = 6.58 seconds,,True,7,,0,0,0,0,7,5.5,4.9375,0,54,0.5,8.458333333333334,2,360,207.0,217.89583333333334,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_1_visitall-opt11-strips_pproblem02-half-err-rate-0-3.yaml,visitall-opt11-strips/pproblem02-half-err-rate-0-3,1,1,"move,(visited ?nextpos),effPos,1",0.0 hours = 0.0 minutes = 0.11 seconds,,True,1,"move,(visited ?nextpos),effPos,1",1,0,1,0,1,0.5,0.5,0,4,2.0,2,3,4,3.5,3.5,0,0,0.0,0,0,1,0.5,0.5,0,1,0.5,0.5
bfs_length_11_miconic_ps3-4-err-rate-0-1.yaml,miconic/ps3-4-err-rate-0-1,11,1,"board,(served ?p),effPos,1",0.0 hours = 0.1 minutes = 7.31 seconds,,True,11,"board,(served ?p),effPos,1",1,0,1,0,11,8,7.107692307692307,0,15,0,2.2615384615384615,1,93,58,58.86153846153846,0,0,0,0,0,1,0,0.015384615384615385,0,1,0,0.015384615384615385
bfs_length_8_mprime_pprob32-err-rate-0-1.yaml,mprime/pprob32-err-rate-0-1,8,0,,0.0 hours = 1.1 minutes = 64.53 seconds,,True,8,,0,0,0,0,8,7,6.105494505494505,0,34,0,3.575824175824176,34,1176,671,658.6901098901099,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_11_data-network-opt18-strips_pp06-err-rate-0-5.yaml,data-network-opt18-strips/pp06-err-rate-0-5,11,1,"process,(cached ?out ?s),effPos,1",0.0 hours = 0.0 minutes = 0.11 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_9_ged-opt14-strips_pd-1-3-err-rate-0-5.yaml,ged-opt14-strips/pd-1-3-err-rate-0-5,9,0,,0.2 hours = 12.0 minutes = 717.10 seconds,,True,9,,0,0,0,0,9,7.0,7.082745098039216,0,6,1.0,1.0437254901960784,6,226,118.0,119.5935294117647,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_10_scanalyzer-08-strips_pp01-err-rate-0-5.yaml,scanalyzer-08-strips/pp01-err-rate-0-5,10,1,"analyze-2,(analyzed ?c1),effPos,1",,,False,0,9,9,8.773955773955773,0,270,90,115.96068796068796,270,46790,23323,23384.651105651104,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_10_scanalyzer-sat11-strips_pp01-err-rate-0-1.yaml,scanalyzer-sat11-strips/pp01-err-rate-0-1,10,0,,,,False,0,2,1,1,16384,16384,16384,16384,16384,49150,32767,32767,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_8_ged-opt14-strips_pd-3-2-err-rate-0-5.yaml,ged-opt14-strips/pd-3-2-err-rate-0-5,8,2,"begin-cut,(s-first ?y),precPos,-1
end-splice-1,(swappable ?y ?x),precPos,-1",0.0 hours = 1.9 minutes = 113.17 seconds,,True,8,"begin-cut,(s-first ?y),precPos,-1
end-splice-1,(swappable ?y ?x),precPos,-1",2,0,2,0,8,6,5.224969097651422,0,5,1,1.4054388133498146,5,400,262,255.87391841779976,0,0,0,0,0,2,1,1.0704573547589618,0,2,1,1.0704573547589618
bfs_length_8_mprime_pprob10-err-rate-0-3.yaml,mprime/pprob10-err-rate-0-3,8,0,,,,False,0,7,7.0,6.9325242718446605,0,936,0.0,19.969417475728154,936,39083,21378.5,21092.88495145631,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_10_depot_pp01-err-rate-0-1.yaml,depot/pp01-err-rate-0-1,10,1,"drop,(in ?p ?z),precPos,-1",0.0 hours = 2.8 minutes = 170.67 seconds,,False,0,9,8.0,8.089385474860336,0,18,0.0,0.9993016759776536,0,669,320.5,322.58659217877096,0,0,0.0,0,0,2,1.0,1.4245810055865922,0,2,1.0,1.4245810055865922
bfs_length_5_tpp_pp01-err-rate-0-1.yaml,tpp/pp01-err-rate-0-1,5,0,,0.0 hours = 0.0 minutes = 0.57 seconds,,True,5,,0,0,0,0,5,2.5,2.5,0,2,1.0,1.1666666666666667,2,3,2.0,2.3333333333333335,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_11_miconic_ps3-4-err-rate-0-3.yaml,miconic/ps3-4-err-rate-0-3,11,2,"up,(lift-at ?f2),effPos,1
down,(lift-at ?f2),effPos,1",0.2 hours = 13.6 minutes = 816.75 seconds,,False,0,8,6.0,6.034129213483146,0,15,0.0,0.9998595505617978,0,4145,2031.0,2027.9398876404493,0,0,0.0,0,0,4,4.0,3.549438202247191,0,4,4.0,3.549438202247191
bfs_length_11_mprime_pprob09-err-rate-0-1.yaml,mprime/pprob09-err-rate-0-1,11,1,"feast,(craves ?l2 ?n1),effPos,1",,,False,0,8,8,7.819797375851188,0,96,0,5.586779604716824,15,27624,14103,13942.951835243315,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_7_miconic_ps2-3-err-rate-0-1.yaml,miconic/ps2-3-err-rate-0-1,7,1,"board,(lift-at ?p),precPos,-1",0.0 hours = 0.0 minutes = 0.69 seconds,,False,0,1,1,0.8571428571428571,0,6,0,0.8571428571428571,0,6,3,3,0,0,0,0,0,1,0,0.42857142857142855,0,1,0,0.42857142857142855
bfs_length_9_data-network-opt18-strips_pp01-err-rate-0-5.yaml,data-network-opt18-strips/pp01-err-rate-0-5,9,2,"load,(cached ?d ?s),effPos,1
send,(not (usage ?to ?before)),effNeg,-1",0.0 hours = 0.0 minutes = 0.16 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_6_mystery_pprob26-err-rate-0-5.yaml,mystery/pprob26-err-rate-0-5,6,0,,0.2 hours = 12.4 minutes = 745.71 seconds,,True,6,,0,0,0,0,6,5.0,4.87851929092805,0,116,0.0,5.138425443169969,5,15880,6764.5,7432.46976016684,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_6_mystery_pprob19-err-rate-0-3.yaml,mystery/pprob19-err-rate-0-3,6,0,,,,False,0,5,5.0,4.920765027322404,0,305,0.0,14.065573770491802,305,38273,17604.5,18778.552254098362,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_7_pegsol-08-strips_pp01-err-rate-0-5.yaml,pegsol-08-strips/pp01-err-rate-0-5,7,0,,0.0 hours = 0.0 minutes = 2.08 seconds,,True,7,,0,0,0,0,7,2.5,3.1,0,33,27.0,20.8,32,200,132.0,128.3,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_8_mprime_pprob10-err-rate-0-5.yaml,mprime/pprob10-err-rate-0-5,8,0,,,,False,0,7,7.0,6.932203389830509,0,936,0.0,19.804087736789633,936,37745,20727.5,20624.967098703888,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_9_elevators-opt08-strips_pp02-err-rate-0-5.yaml,,,,,,"could not determine a constructor for the tag 'tag:yaml.org,2002:python/object:fd.pddl.conditions.Atom'
  in ""./exp_logs/8 BFS-full-log length1-15/bfs_length_9_elevators-opt08-strips_pp02-err-rate-0-5.yaml"", line 62, column 7",False,,,,,,,,,,,,,,,,,,,,,,,,
bfs_length_8_miconic_ps2-2-err-rate-0-1.yaml,miconic/ps2-2-err-rate-0-1,8,0,,0.0 hours = 0.0 minutes = 1.31 seconds,,True,8,,0,0,0,0,8,4,3.8461538461538463,0,6,1,1.9230769230769231,1,14,9,8.153846153846153,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_8_zenotravel_pp02-err-rate-0-5.yaml,zenotravel/pp02-err-rate-0-5,8,0,,0.0 hours = 0.1 minutes = 3.54 seconds,,True,8,,0,0,0,0,8,5.0,4.6923076923076925,0,18,4.0,4.230769230769231,18,86,53.5,54.65384615384615,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_6_mprime_pprob15-err-rate-0-3.yaml,mprime/pprob15-err-rate-0-3,6,0,,,,False,0,5,5,4.937614678899083,0,2079,0,84.99816513761468,14,45807,27945,26935.37247706422,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_4_mprime_pprob29-err-rate-0-5.yaml,mprime/pprob29-err-rate-0-5,4,0,,0.0 hours = 0.4 minutes = 23.33 seconds,,True,4,,0,0,0,0,4,3.0,2.7195121951219514,0,168,0.0,33.1219512195122,12,2638,1525.5,1447.2682926829268,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_7_data-network-opt18-strips_pp11-err-rate-0-1.yaml,data-network-opt18-strips/pp11-err-rate-0-1,7,1,"process,(usage ?s ?after),effPos,1",0.0 hours = 0.0 minutes = 0.13 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_4_miconic_ps1-4-err-rate-0-3.yaml,miconic/ps1-4-err-rate-0-3,4,1,"depart,(floor ?p),precPos,-1",0.0 hours = 0.0 minutes = 0.50 seconds,,False,0,3,1.5,1.5,0,1,1.0,0.75,0,1,1.0,0.75,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_9_freecell_pprobfreecell-2-1-err-rate-0-3.yaml,freecell/pprobfreecell-2-1-err-rate-0-3,9,1,"sendtohome,(clear ?card),precPos,-1",0.0 hours = 0.0 minutes = 0.17 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_7_mprime_pprob16-err-rate-0-5.yaml,mprime/pprob16-err-rate-0-5,7,0,,,,False,0,6,6,5.3559322033898304,0,23485,0,849.2542372881356,23478,50050,50030,48283.779661016946,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_10_mystery_pprob30-err-rate-0-1.yaml,mystery/pprob30-err-rate-0-1,10,1,"overcome,(harmony ?v ?s1),effPos,1",,,False,0,8,8.0,7.856854838709677,0,1355,0.0,101.16532258064517,1355,49698,28803.0,28014.792338709678,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
